SCAB,SCAN,SCAS,SCAPP,SCACS,SCAI46,SCAI47,SCBALL,SCBALP,SCBAL,SCSUM0,SCSUM1,SCSUM2,SCSUMD,SCSUMC,SCRBA,SCAIE6,SCSUMA,SCSHN,SCCTP,SCACT,SCACD,SCSAC,SCNANC,SCCNAL,SCCCY,SCCNAR,SCCNAP,SCAI35,SCAI36,SCAI66,SCAI71,SCAI72,SCAIA0,SCAIA1,SCAIA2,SCAIA3,SCAIB0,SCAIB1,SCAIB2,SCAIB3,SCAIB4,SCAIC5,SCAIE0,SCAIE4,SCAIF0,SCAIH2,SCAIF5,SCAIH1,SCAIH3,SCAIH5,SCAIH4,SCAI10,SCAI11,SCAI12,SCAI31,SCAI32,SCAI14,SCAI17,SCAI20,SCAIE1,SCAID2,SCAIF2,SCSFC,SCBALS,SCNPE,SCSTML,SCSTNL,SCAI21,SCAID4,SCAID5,SCAI37,SCAI60,SCAI61,SCAI64,SCAI65,SCAID6,SCAID7,SCAID3,SCAI73,SCAIF6,SCAIF7,SCAIH6,SCRETP,SCAI80,SCAI81,SCAI82,SCAI83,SCAI84,SCAI85,SCAI86,SCAI87,SCAI90,SCAI91,SCAI92,SCAI93,SCAI94,SCAI95,SCAI96,SCAI97,SCNS3,SCOAD,SCDLE,SCCAD,SCODL,SCLED,SCDLM,SCP1R,SCP2R,SCP3R,SCP4R,SCP5R,SCC1R,SCC2R,SCC3R,SCC4R,SCC5R,SCACO,SCLNM,SCAI62,SCAI63,SCAI30,SCIDB,SCAI13,SCAI15,SCAI16,SCAI24,SCAI25,SCAI67,SCAI26,SCAIC4,SCII0A,SCAI54,SCAIG0,SCAIG1,SCAIG2,SCAIG3,SCAIG4,SCAIG5,SCAIG6,SCAIG7,SCSUML,SCAI33,SCCSFC,SCCSTL,SCCSTN,SCSHNA,SCSHNM,SCCNAI,SCAIC7,SCAIA5,SCYFON,SCDFRQ,SCFBLS,SCFSTL,SCFDT,SCAIA6,SCAIA7,SCAIB5,SCAIB6,SCSTC,SCAIB7,SCDODL,SCAODL,SCAII4,SCAII5,SCAII6,SCAII7,SCAIJ0,SCAIJ1,SCAIJ2,SCAIJ3,SCAIJ4,SCAIJ5,SCAIJ6,SCAIJ7,SCAIK0,SCAIK1,SCAIK2,SCAIK3,SCAIK4,SCAIK5,SCAIK6,SCAIK7,SCAIL0,SCAIL1,SCAIL2,SCAIL3,SCAIL4,SCAIL5,SCAIL6,SCAIL7,SCAIM0,SCAIM1,SCAIM2,SCAIM3,SCAIM4,SCAIM5,SCAIM6,SCAIM7,SCAIN0,SCAIN1,SCAIN2,SCAIN3,SCAIN4,SCAIN5,SCAIN6,SCAIN7,SCCLT,SCPAB,SCOLDA,SCPCHD,SCBALB,SCSMBC,SCSMBD,SCSMBA,SCSMB0,SCSMB1,SCSMB2,SCBALO,SCSMOC,SCSMOD,SCSMOA,SCSMO0,SCSMO1,SCSMO2,SCRBB,SCYIK5,SCRBC,SCCNTP,SCCHGS,SCPRID,SCBID,SCSEID,SCSHD,SCSHDB,SCSHDO,SCSSCF,SCSSFL,SCSSFR,SCTADT,SCTADN,SCAUDT,SCAUNO
1002,111139,005,01,A,N,N,6588131,,6588131,,41881,79479,,,10000,,,Sybil,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0941211,,,841225,1220130,1180910,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,111140,002,01,A,N,N,9248797,,9248797,,84793,90534,,,90000,,,Deborah,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0850212,,,,,1180330,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,111141,009,01,A,N,N,8092581,,8092581,,34491,49285,,,90000,,,Jayme,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0910405,,,,,1190204,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,111142,005,01,A,N,N,893701,,893701,,88484,2418,,,10000,,,Etsuko,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0960917,,,,,1180325,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,111143,002,01,A,N,N,8583196,,8583196,,68452,74511,,,40000,,,Winford,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0950529,,,840832,1191110,1180816,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,111144,001,01,A,N,N,5612634,,5612634,,9759,20244,,,20000,,,Myrta,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0910117,,,245223,1210606,1180812,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,111145,008,01,A,N,N,4693150,,4693150,,66681,41389,,,30000,,,Leora,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0900914,,,569730,1211016,1190124,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,111146,002,01,A,N,N,8387093,,8387093,,94204,28288,,,90000,,,Salley,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0980129,,,,,1180421,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,111147,002,01,A,N,N,908160,,908160,,94217,63880,,,60000,,,Jenelle,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0891124,,,627397,1220115,1180908,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,111148,004,01,A,N,N,3291406,,3291406,,88324,74904,,,60000,,,Merrilee,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0880809,,,,,1180304,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,111149,002,01,A,N,N,8668971,,8668971,,38400,15726,,,20000,,,Manie,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0970623,,,,,1180913,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,111150,008,01,A,N,N,1367795,,1367795,,83337,25926,,,40000,,,Kenny,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0850224,,,653235,1220524,1181015,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,111151,005,01,A,N,N,1996977,,1996977,,34631,32852,,,20000,,,Merry,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0990726,,,,,1190129,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,111152,009,01,A,N,N,5379452,,5379452,,35845,80496,,,40000,,,Elisa,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890216,,,,,1180109,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,111153,009,01,A,N,N,2617616,,2617616,,46823,6994,,,20000,,,Deshawn,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0900117,,,,,1181218,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,111154,009,01,A,N,N,3245454,,3245454,,97540,42995,,,60000,,,Hermelinda,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0991126,,,,,1180622,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,111155,005,01,A,N,N,4872152,,4872152,,54099,63002,,,50000,,,Yasmin,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0960814,,,,,1180928,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,111156,007,01,A,N,N,3530486,,3530486,,72461,86983,,,10000,,,Robbie,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0920418,,,,,1180608,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,111157,008,01,A,N,N,9437075,,9437075,,49011,68944,,,60000,,,Brittni,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0980717,,,,,1180724,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,111158,004,01,A,N,N,2136035,,2136035,,4587,66661,,,30000,,,Syreeta,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0970912,,,,,1190215,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,111159,007,01,A,N,N,1493777,,1493777,,75479,51625,,,10000,,,Merlyn,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890501,,,,,1190201,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,111160,007,01,A,N,N,8253906,,8253906,,34346,79620,,,30000,,,Clark,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0870623,,,383685,1200113,1180312,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,111161,008,01,A,N,N,5336264,,5336264,,2779,62162,,,90000,,,Kazuko,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0960507,,,,,1180724,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,111162,004,01,A,N,N,7519956,,7519956,,82633,60334,,,60000,,,Colene,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0990218,,,241416,1190614,1180904,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,111163,001,01,A,N,N,3725381,,3725381,,54294,6171,,,70000,,,Marcel,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0900627,,,371355,1191117,1180529,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,111164,005,01,A,N,N,8371421,,8371421,,98909,32271,,,10000,,,Ellan,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0920829,,,,,1181129,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,111165,001,01,A,N,N,530614,,530614,,93965,56530,,,10000,,,Karan,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0970212,,,,,1180529,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,111166,004,01,A,N,N,9688704,,9688704,,70858,6807,,,20000,,,Edra,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0900922,,,,,1180811,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,111167,003,01,A,N,N,5426418,,5426418,,29296,68202,,,20000,,,Cristina,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0930810,,,,,1180501,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,111168,009,01,A,N,N,1621502,,1621502,,83580,16415,,,30000,,,Miesha,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0870106,,,,,1180918,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,111169,001,01,A,N,N,6292004,,6292004,,83731,81984,,,60000,,,Carlita,,SB,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0961106,,,,,1180421,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,111170,003,01,A,N,N,8660875,,8660875,,91916,73146,,,60000,,,Kyoko,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0920510,,,,,1180322,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,111171,009,01,A,N,N,5547522,,5547522,,62283,87621,,,10000,,,Mamie,,CC,04,101,1004,TH,USD,TH,TH,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890916,,,,,1180929,A1,B1,A+,CF,DE,A0,D3,XA,Y6,R3,R01,EN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
