S5AB,S5AN,S5AS,S5CCY,S5ACT,S5II50,S5DTEF,S5DTEH,S5II13,S5II22,S5II23,S5II27,S5STM,S5STNL,S5II30,S5II34,S5IIF3,S5BAL,S5CRD1,S5CRD2,S5IDBD,S5IFQD,S5LCDD,S5NCDD,S5RFQD,S5LRED,S5NRDD,S5AIMD,S5AM1D,S5AM2D,S5IM1D,S5IM2D,S5IM3D,S5IIMD,S5IM4D,S5IM5D,S5AM4D,S5PRVD,S5PL1D,S5PL2D,S5BRRD,S5DRRD,S5TRCD,S5RATD,S5RTMD,S5PEGD,S5II53,S5IID0,S5IIH0,S5BLV,S5CRC1,S5CRC2,S5IDBC,S5IFQC,S5LCDC,S5NCDC,S5RFQC,S5LREC,S5NRDC,S5AIMC,S5AM1C,S5AM2C,S5IM1C,S5IM2C,S5IM3C,S5IIMC,S5IM4C,S5IM5C,S5AM4C,S5PRVC,S5PL1C,S5PL2C,S5BRRC,S5DRRC,S5TRCC,S5RATC,S5RTMC,S5PEGC,S5YFWD,S5ODL,S5PDR,S5IIA4,S5PEN,S5DLM,S5CTYP,S5DTEB,S5CBAL,S5OBR,S5ODR,S5APRD,S5APRC,S5DAPR,S5CAPR,S5IIFD,S5IBFD,S5VAFD,S5DINA,S5DONA,S5NAID,S5NIID,S5NA1D,S5NI2D,S5NI3D,S5NA4D,S5IFQB,S5NCDB,S5AODL,S5DODL,S5POOL,S5FM2C,S5FM2D,S5BM2C,S5BM2D,S5RCAL,S5SCC,S5EXC,S5RCCY,S5IM6D,S5IM7D,S5IM8D,S5IM9D,S5IM6C,S5IM7C,S5IM8C,S5IM9C,S5NI6D,S5NI7D,S5NI9D,S5BM6D,S5FM6D,S5BM9D,S5FM9D,S5BM6C,S5FM6C,S5BM9C,S5FM9C,S5CONR,S5CONP,S5TAXM,S5CONZ,S5CONX,S5RDTE,S5IACF
0002,986362,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,150215,,,,,,,,576699,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,70822,,,,,,,,795219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,291013,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,450115,,,,,,,,431886,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,952763,,,,,,,,441491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,159101,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,870416,,,,,,,,208336,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,339240,,,,,,,,673520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,958573,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,770202,,,,,,,,607547,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,286236,,,,,,,,575258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,950802,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,030310,,,,,,,,853161,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,187577,,,,,,,,443377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,510018,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,051115,,,,,,,,995385,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,885735,,,,,,,,905336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,965280,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,740411,,,,,,,,399552,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,320979,,,,,,,,229959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,377513,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,880720,,,,,,,,741316,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,34404,,,,,,,,135265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,432751,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,000128,,,,,,,,721891,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,274569,,,,,,,,152313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,889260,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,290814,,,,,,,,822327,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,692766,,,,,,,,651252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,344853,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,190801,,,,,,,,899015,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,174590,,,,,,,,707627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,528042,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,520128,,,,,,,,303743,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,248927,,,,,,,,290100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,622298,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,980608,,,,,,,,163501,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,725388,,,,,,,,272907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,828989,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,680121,,,,,,,,482159,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,540970,,,,,,,,213649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,106979,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,760102,,,,,,,,132766,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,390575,,,,,,,,311111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,395931,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,080806,,,,,,,,289945,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,917867,,,,,,,,354911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,808860,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,881102,,,,,,,,99884,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,970848,,,,,,,,958495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,672738,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,590826,,,,,,,,134057,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,547546,,,,,,,,527139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,900944,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,161208,,,,,,,,599390,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,694766,,,,,,,,633851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,412409,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,120628,,,,,,,,982109,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,204678,,,,,,,,404486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,426090,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,021218,,,,,,,,74412,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,304331,,,,,,,,19338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,595037,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,660407,,,,,,,,672324,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,617010,,,,,,,,401408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,413158,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,530624,,,,,,,,520842,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,508549,,,,,,,,675187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,379817,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,570609,,,,,,,,263544,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,342299,,,,,,,,824708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,145023,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,740507,,,,,,,,594518,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,374879,,,,,,,,478985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,914816,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,940328,,,,,,,,430081,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,929639,,,,,,,,53870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,427184,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,520324,,,,,,,,836967,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,853567,,,,,,,,704443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,885035,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,810517,,,,,,,,19142,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,890692,,,,,,,,26995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,110215,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,111011,,,,,,,,1759,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,793192,,,,,,,,245444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,595488,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,770902,,,,,,,,524166,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,345432,,,,,,,,345373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,296690,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,520305,,,,,,,,801383,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,361327,,,,,,,,211998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,198435,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,570530,,,,,,,,595471,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,938961,,,,,,,,741651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,327657,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,310723,,,,,,,,276559,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,112792,,,,,,,,377134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,650958,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,640407,,,,,,,,677215,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,467357,,,,,,,,273493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,915287,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,140828,,,,,,,,590270,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,69273,,,,,,,,512979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,547986,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,061231,,,,,,,,592987,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,80854,,,,,,,,232701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,882847,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,730302,,,,,,,,793914,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,120815,,,,,,,,982785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,345546,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,350505,,,,,,,,232133,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,744269,,,,,,,,898027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,586043,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,730722,,,,,,,,139533,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,369508,,,,,,,,257810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,629621,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,660304,,,,,,,,282203,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,789154,,,,,,,,457190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,280755,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,840316,,,,,,,,567520,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,848870,,,,,,,,460604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,744500,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,911125,,,,,,,,931668,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,380201,,,,,,,,591512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,984986,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,560107,,,,,,,,480234,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,532302,,,,,,,,302803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,729894,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,001104,,,,,,,,435493,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,881159,,,,,,,,103427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,269502,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,721022,,,,,,,,192503,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,173877,,,,,,,,598151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,376225,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,771214,,,,,,,,110692,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,301952,,,,,,,,356606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,597659,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,150220,,,,,,,,72695,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,417932,,,,,,,,696093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,259174,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,941214,,,,,,,,46018,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,440399,,,,,,,,757084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,374723,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,810426,,,,,,,,242072,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,25338,,,,,,,,240353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,539441,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,260710,,,,,,,,112046,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,713645,,,,,,,,98181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,243053,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,940728,,,,,,,,570809,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,865481,,,,,,,,134224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,659348,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,840703,,,,,,,,564206,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,27002,,,,,,,,803520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,118418,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,370314,,,,,,,,209262,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,564541,,,,,,,,482381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,904699,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,011104,,,,,,,,439192,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,320147,,,,,,,,416144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,810316,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,590228,,,,,,,,893541,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,56987,,,,,,,,337667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,238154,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,831207,,,,,,,,834482,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,316829,,,,,,,,38372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,641668,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,150602,,,,,,,,677562,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,229486,,,,,,,,63589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,492819,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,020225,,,,,,,,271027,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,451801,,,,,,,,469095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,422308,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,911216,,,,,,,,103008,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,742451,,,,,,,,45248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,104087,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,300828,,,,,,,,255075,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,275566,,,,,,,,805873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,206074,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,640322,,,,,,,,899305,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,661502,,,,,,,,619105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,898841,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,290804,,,,,,,,355014,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,469840,,,,,,,,588432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,454942,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,450712,,,,,,,,521783,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,11054,,,,,,,,66254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,967259,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,790212,,,,,,,,787948,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,350231,,,,,,,,958113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,775437,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,281213,,,,,,,,278790,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,62439,,,,,,,,582048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,267898,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,911225,,,,,,,,892857,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,948580,,,,,,,,652459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,437779,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,830918,,,,,,,,916402,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,455901,,,,,,,,504969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,274183,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,180504,,,,,,,,774560,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,666571,,,,,,,,517706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,251004,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,090722,,,,,,,,389759,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,814179,,,,,,,,810740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,253594,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,930920,,,,,,,,658281,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,179306,,,,,,,,602542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,498885,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,321029,,,,,,,,175515,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,544794,,,,,,,,662045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,807535,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,640605,,,,,,,,886055,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,78738,,,,,,,,884311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,930102,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,650218,,,,,,,,69542,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,190166,,,,,,,,678837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,566559,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,170812,,,,,,,,176849,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,75962,,,,,,,,199261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,321328,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,470208,,,,,,,,100578,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,67413,,,,,,,,272568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,779296,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,660605,,,,,,,,624458,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,454815,,,,,,,,688635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,481453,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,890826,,,,,,,,133956,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,129113,,,,,,,,953756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,493704,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,880215,,,,,,,,73923,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,481791,,,,,,,,202998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
