111266,IND,P,,Eng.,40A/61 Crona Ramp, Tampakan 5557 Dinagat Islands,,,,8392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111267,IND,P,,Haji,45 Jast Pass Apt. 372, Balbalan 0130 Lanao del Sur,,,,4714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111268,IND,P,,Captain,20/95 Koepp Well Apt. 309, Poblacion, Legazpi 4942 Quezon,,,3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111269,IND,P,,Haji,59A Armstrong Overpass, Poblacion, Ligao 9166 Benguet,,,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111270,IND,P,,Mr.,77 Gleason Springs Apt. 786, Tacloban City 2571 Zamboanga del S,,,,5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111271,IND,P,,Rev.,96A/12 Wisoky Shores, Poblacion, San Pablo 6175 Sultan Kudarat,,,4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111272,IND,P,,Lt.,17 Jacobs Plain, Santander 2579 Cotabato,,,,2536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111273,IND,P,,Haji,13 Breitenberg Port Apt. 609, Roxas 6962 Siquijor,,,,7679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111274,IND,P,,Eng.,73A Pfannerstill Place Apt. 220, Poblacion, Digos 2930 Compostela Valley,,,8018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111275,IND,P,,Miss,60A/56 Gusikowski Lake Suite 017, Poblacion, Cadiz 9305 Guimaras,,,3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111276,IND,P,,Inspector,30/96 Murazik Cape Suite 252, Poblacion, Bais 6949 Surigao del Norte,,,4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111277,IND,P,,Captain,53 Fay Land, Poblacion, Lamitan 1376 Surigao del Norte,,,4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111278,IND,P,,Ato,10 Greenholt Green, Poblacion, Tacurong 0782 Pangasinan,,,1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111279,IND,P,,Master,90A Bechtelar View Apt. 758, Ungkaya Pukan 0828 Bataan,,,,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111280,IND,P,,Mrs.,26A McClure Prairie Apt. 044, Poblacion, Cotabato City 1724 Southern Leyte,,,6744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111281,IND,P,,Lt.,14A Cremin Mountain Apt. 650, Dao 9601 Negros Oriental,,,,2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111282,IND,P,,W/ro,57/49 Casper Street, Kalibo 0355 Iloilo,,,,8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111283,IND,P,,Mrs.,63A/57 Bartoletti Lodge Apt. 494, San Lorenzo Ruiz 7668 Cavite,,,,5982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111284,IND,P,,Master,01 Spinka Ford, Ormoc City 2400 Davao del Norte,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111285,IND,P,,Eng.,27/19 O'Reilly Rue Apt. 588, Poblacion, Mandaluyong 5799 Cavite,,,4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111286,IND,P,,Eng.,63/24 Bernier Plain Apt. 489, Tuburan 9781 Northern Samar,,,,9632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111287,IND,P,,Sgt.,03A/19 Torphy Orchard Suite 404, Poblacion, General Santos 8184 Lanao del Norte,,,5929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111288,IND,P,,Master,16/19 Prohaska Unions, Gloria 4209 Misamis Occidental,,,,6598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111289,IND,P,,Rev.,89A/48 Smitham Land Apt. 548, Poblacion, Passi 8999 Mountain Province,,,6528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111290,IND,P,,Prof.,35 Walker Light Apt. 784, San Jose 9961 Misamis Occidental,,,,3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111291,IND,P,,Unknown,60A Mayer Meadow Suite 996, Poblacion, Pagadian 1834 Ifugao,,,9565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111292,IND,P,,Haji,66 Waters Parks, Gregorio Del Pilar 0879 Sulu,,,,7513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111293,IND,P,,Prof.,81/36 Hamill Harbors, Poblacion, Muñoz 3998 Ilocos Sur,,,4518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111294,IND,P,,Sgt.,91A Oberbrunner Valleys Suite 104, Alicia 7547 Mountain Province,,,,5706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111295,IND,P,,Miss,51/96 Franecki Causeway Apt. 873, Tobias Fornier 9006 Mountain Provi,,,,5819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111296,IND,P,,Sr.,20/09 Schmidt Camp Apt. 165, Poblacion, El Salvador 0841 Maguindanao,,,9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111297,IND,P,,Rev.,45/93 Morissette Islands, Calubian 1565 Sultan Kudarat,,,,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111298,IND,P,,Prof.,03 Glover Loaf, Isulan 5976 Zamboanga del Norte,,,,4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111299,IND,P,,w/t,83A Hoeger Fall, Poblacion, Candon 9574 Northern Samar,,,9457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111300,IND,P,,w/t,33/48 Jacobi Parkways, Burgos 2155 Southern Leyte,,,,7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111301,IND,P,,W/ro,46A/03 Pagac Highway, Carigara 1521 Bataan,,,,4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111302,IND,P,,Mr.,48/27 Auer Glen, Basilisa 6270 Masbate,,,,2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111303,IND,P,,Sgt.,57A Sporer Ports, Carrascal 3650 Metro Manila,,,,6147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111304,IND,P,,Mrs.,23A/25 Feest Corners, Poblacion, San Carlos 1660 Guimaras,,,7884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111305,IND,P,,Master,00A Funk Islands Apt. 276, South Upi 5501 Camarines Norte,,,,9455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111306,IND,P,,Prof.,24A/43 Hermiston Street Suite 471, Saguday 3077 Aklan,,,,6362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111307,IND,P,,Inspector,56/63 Schinner Station Suite 116, Poblacion, Gapan 3896 Misamis Oriental,,,4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111308,IND,P,,Dr.,85/12 Runte Bypass, Cebu City 9570 Cotabato,,,,4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111309,IND,P,,Inspector,84/89 Grimes Trail, Poblacion, Tacurong 5632 Negros Occidental,,,8435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111310,IND,P,,Sr.,32A Langworth Park Suite 785, Poblacion, Dasmariñas 9755 Biliran,,,3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111311,IND,P,,Master,88A/13 Waelchi Cliffs, Poblacion, Antipolo 6610 Camiguin,,,6575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111312,IND,P,,Master,98 Bartoletti Bypass, San Enrique 7614 Dinagat Islands,,,,4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111313,IND,P,,Sgt.,63/22 Parisian Dale, Poblacion, Samal 6681 Mountain Province,,,9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111314,IND,P,,Mr.,70A/27 Shanahan Court, Piddig 6683 Quezon,,,,5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111315,IND,P,,Rev.,78A Jacobson Summit, Marantao 5070 Zamboanga del Norte,,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111316,IND,P,,Dr.,15A Hackett Tunnel Suite 498, Calabanga 3831 Cebu,,,,1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111317,IND,P,,Inspector,48A/15 Emard Villages, Poblacion, Cabanatuan 1528 Cavite,,,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111318,IND,P,,Pastor.,71A Rempel Glens Suite 158, Sikatuna 3536 Cotabato,,,,8784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111319,IND,P,,Prof.,91/26 Krajcik Island Apt. 167, Boac 2966 Romblon,,,,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111320,IND,P,,Captain,96 Reinger Ports Apt. 005, Patnanungan 0987 Pangasinan,,,,3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111321,IND,P,,Master,37 Kuhn Mount Suite 549, Balabagan 0970 Oriental Mindoro,,,,6578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111322,IND,P,,Master,58A/65 Purdy Tunnel Apt. 075, Himamaylan City 5167 South Cotabat,,,,5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111323,IND,P,,Lt.,32/15 Wiegand Green Suite 653, Poblacion, General Santos 3342 Lanao del Sur,,,3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111324,IND,P,,Pastor.,75A Larkin Springs Apt. 482, Santa Maria 5959 Lanao del Norte,,,,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111325,IND,P,,Miss,21/67 Rowe Crossing Suite 675, Pakil 3583 Romblon,,,,5064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111326,IND,P,,Dr.,12/25 Dare Junctions Suite 433, Abuyog 4815 Palawan,,,,2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111327,IND,P,,Ato,14A/06 Wyman Tunnel, Camiling 1568 Quezon,,,,4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111328,IND,P,,Eng.,77A/57 Stokes Squares, Poblacion, Cabadbaran 7389 Antique,,,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111329,IND,P,,Sr.,17/17 Windler Hills, Poblacion, Valenzuela 2791 Sultan Kudarat,,,5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111330,IND,P,,Prof.,33A/29 Hudson Terrace Suite 676, Poblacion, Candon 5459 South Cotabato,,,7474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111331,IND,P,,W/ro,05/25 Pagac Rue, Poblacion, Dipolog 1106 Siquijor,,,5744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111332,IND,P,,Mrs.,99/06 Stoltenberg Flats, Isulan 2282 Batanes,,,,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111333,IND,P,,Inspector,95A Batz Harbor, La Libertad 9182 Ilocos Sur,,,,5586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111334,IND,P,,Haji,34 Stehr Station, Padre Burgos 1457 Camarines Norte,,,,4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111335,IND,P,,Dr.,56 Hansen Junctions Suite 760, Poblacion, Calamba 8678 Capiz,,,3273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111336,IND,P,,Sr.,06/74 Lind Port Suite 897, Sibunag 7239 Iloilo,,,,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111337,IND,P,,W/ro,68A Reichel Spur Suite 244, Linamon 4220 Cebu,,,,4022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111338,IND,P,,Sr.,13A Hoppe Land Suite 387, Poblacion, Passi 0544 Tawi-Tawi,,,5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111339,IND,P,,Inspector,53A Nienow Green, Poblacion, Palayan 6833 Agusan del Norte,,,2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111340,IND,P,,Lt.,47A/91 Ebert Branch, Poblacion, Koronadal 2135 Laguna,,,6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111341,IND,P,,Master,96A/75 Schulist Fords, Olongapo City 2277 Cotabato,,,,3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111342,IND,P,,Lt.,90 Murphy Walks, Poblacion, Angeles 6284 Kalinga,,,8239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111343,IND,P,,Rev.,89/01 Gutkowski Plains, Laurel 2544 Metro Manila,,,,5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111344,IND,P,,Miss,27A/70 Feeney Mount Suite 297, Poblacion, Koronadal 0038 South Cotabato,,,1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111345,IND,P,,Prof.,29/96 Runte Isle Suite 151, Poblacion, Batac 4144 Metro Manila,,,6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111346,IND,P,,Master,21A/15 Beer Cove Apt. 371, Santo Domingo 8704 Nueva Ecija,,,,8615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111347,IND,P,,w/t,29 Morissette Burgs Apt. 199, Poblacion, Makati 8391 Southern Leyte,,,9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111348,IND,P,,Haji,17A/56 Nader Parkways Suite 743, Poblacion, Panabo 5279 Nueva Vizcaya,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111349,IND,P,,Inspector,91/10 Ryan Road Apt. 271, San Antonio 7005 Antique,,,,1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111350,IND,P,,Lt.,26A Rutherford Skyway Apt. 553, Poblacion, San Juan 5854 Aklan,,,6062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111351,IND,P,,Lt.,72 Cummings Ports, Danglas 6529 Bataan,,,,9566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111352,IND,P,,Master,39A Bednar Springs Apt. 057, San Roque 4059 Batanes,,,,9728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111353,IND,P,,Mrs.,56 Hartmann Grove, Bayog 4971 Iloilo,,,,3465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111354,IND,P,,Miss,81 Crooks Mountains Suite 452, Unisan 7222 Apayao,,,,9089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111355,IND,P,,Ato,09A Kilback Inlet Apt. 034, Opol 2035 Samar,,,,3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111356,IND,P,,Eng.,87A/17 Kuhn Hill, Poblacion, Santa Rosa 8499 Zamboanga del Norte,,,8486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111357,IND,P,,Sr.,78 Bernhard Forges Suite 035, Poblacion, Kabankalan 5005 Abra,,,7663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111358,IND,P,,Rev.,22/59 McClure Mews Apt. 322, Poblacion, Dagupan 9335 Zambales,,,9081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111359,IND,P,,Haji,33/11 Towne Neck Suite 205, Poblacion, Ligao 8420 Southern Leyte,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111360,IND,P,,Sgt.,08A/33 Ziemann Plaza Apt. 823, Poblacion, Cabadbaran 3479 Laguna,,,2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111361,IND,P,,Rev.,01/79 Kuvalis Bypass, San Policarpo 1779 Basilan,,,,4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111362,IND,P,,w/t,22/69 Kling Lodge Apt. 803, Poblacion, Guihulngan 5929 Cagayan,,,5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111363,IND,P,,Inspector,41/77 Brekke Islands, Lidlidda 6304 Surigao del Norte,,,,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111364,IND,P,,Eng.,05 Kuhn Flat Apt. 848, General Mamerto Natividad 8504 Sul,,,,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111365,IND,P,,Master,47A/07 Daugherty Vista, Poblacion, San Jose del Monte 9808 Capiz,,,2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111366,IND,P,,Sr.,36A/90 Kuvalis Run, Poblacion, Tabuk 2929 Zambales,,,4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111367,IND,P,,Sgt.,41A/79 King Point, Poblacion, Batac 7477 Siquijor,,,2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111368,IND,P,,Ato,61A Hirthe Fork Suite 418, Isabela 2647 Benguet,,,,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111369,IND,P,,Ato,24/27 Lehner Manor Suite 610, Poblacion, Roxas 0822 Albay,,,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111370,IND,P,,Eng.,97A/37 Boyle Circles Apt. 923, Poblacion, Tangub 2915 Isabela,,,6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111371,IND,P,,Unknown,13/68 Kub Alley, Poblacion, San Carlos 3116 Lanao del Sur,,,9293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111372,IND,P,,W/ro,52 Jenkins Crossroad Suite 514, Poblacion, Vigan 4418 Palawan,,,9212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111373,IND,P,,Lt.,46A/72 Considine Avenue Suite 921, Poblacion, San Fernando 4728 Cebu,,,6091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111374,IND,P,,Sgt.,12/51 Powlowski Meadows, Poblacion, Bais 1892 Cagayan,,,9335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111375,IND,P,,Mr.,51/75 Romaguera Track Suite 181, Malabang 3101 Quezon,,,,3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111376,IND,P,,Master,03A Schimmel Circles Apt. 138, Balanga City 2025 Misamis Occident,,,,2818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111377,IND,P,,Mr.,63A/54 Hackett Crescent, Poblacion, Borongan 3540 Negros Occidental,,,4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111378,IND,P,,Mr.,74 Predovic Neck, Mercedes 7823 Ilocos Norte,,,,7122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111379,IND,P,,Mr.,66A Lesch Track Apt. 367, San Francisco 6734 Pampanga,,,,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111380,IND,P,,Rev.,24A Langosh Shoal, Poblacion, Parañaque 4402 Surigao del Norte,,,6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111381,IND,P,,Inspector,55 Weber Tunnel, Poblacion, Balanga 7512 Ifugao,,,8585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111382,IND,P,,Mrs.,91A Hansen Valley Apt. 079, Poblacion, Puerto Princesa 2566 Aurora,,,3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111383,IND,P,,Ato,44A/70 Larkin Pine, Kinoguitan 8212 Zamboanga del Nort,,,,2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111384,IND,P,,Sgt.,05/62 Brekke Crossroad Apt. 775, Poblacion, Ormoc 1014 Apayao,,,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111385,IND,P,,Eng.,09/77 Parker Parkways, Poblacion, Cavite City 2139 Benguet,,,9764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111386,IND,P,,Dr.,97 Leuschke Fork Suite 595, Daanbantayan 2550 Cotabato,,,,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111387,IND,P,,Eng.,42A/73 Abshire Throughway, Poblacion, Toledo 0529 Rizal,,,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111388,IND,P,,Master,69A Wilderman Throughway Suite 035, Datu Hoffer Ampatuan 4620 Metro Ma,,,,9469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111389,IND,P,,Unknown,76A/44 Kessler Park Suite 438, Poblacion, Tacloban 6261 Misamis Occidental,,,7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111390,IND,P,,Sgt.,40 Pagac Mountain Suite 434, Hinabangan 3127 Zambales,,,,6772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111391,IND,P,,w/t,96A/45 Emard Mission Apt. 631, Dagohoy 0515 Romblon,,,,2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111392,IND,P,,Sr.,93/70 Stehr Fort, Poblacion, Dipolog 9255 Isabela,,,6295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111393,IND,P,,W/ro,79A/56 Haag Ramp Suite 775, Poblacion, Angeles 4738 Batangas,,,5505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111394,IND,P,,Pastor.,96A Rodriguez Expressway, Poblacion, Tangub 9700 Palawan,,,8191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111395,IND,P,,Dr.,00 Donnelly Forge, Poblacion, Cauayan 9691 Batangas,,,9853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111396,IND,P,,Captain,20/71 Braun Haven Suite 634, Oslob 3336 Abra,,,,4820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111397,IND,P,,w/t,00A Wiza Club, Poblacion, Muntinlupa 7803 Lanao del Sur,,,3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111398,IND,P,,Lt.,10A/50 McCullough Manors, Alaminos City 8611 Pangasinan,,,,9611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111399,IND,P,,Miss,74A/74 Von Canyon, Poblacion, Mandaluyong 2143 Lanao del Norte,,,6821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111400,IND,P,,Master,79A/50 Douglas Loop Suite 838, Gingoog City 3597 Zambales,,,,9839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111401,IND,P,,Master,64 Casper Oval Suite 656, Tuburan 9915 Quirino,,,,9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111402,IND,P,,Pastor.,35A Kuhic Tunnel, Poblacion, Muñoz 2060 Agusan del Norte,,,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111403,IND,P,,Haji,76/79 Kohler Square, Gitagum 8603 Negros Oriental,,,,9317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111404,IND,P,,Ato,68/39 Bogan Lodge, Poblacion, Ilagan 2721 Nueva Vizcaya,,,4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111405,IND,P,,Prof.,54 Zieme Wall, Milaor 0446 Zamboanga del Sur,,,,5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111406,IND,P,,Master,57A Torp Ridges, Poblacion, Cabanatuan 8855 Southern Leyte,,,5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111407,IND,P,,Captain,55A/04 Eichmann Row, Poblacion, Mati 4506 Sarangani,,,8136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111408,IND,P,,Miss,35 O'Kon Mill Apt. 454, Poblacion, Ilagan 2120 Mountain Province,,,5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111409,IND,P,,Captain,09A/04 Thiel Keys Apt. 568, Panganiban 6575 Guimaras,,,,8072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111410,IND,P,,Haji,99 Monahan Shoal, San Jose 8611 Camarines Sur,,,,8604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111411,IND,P,,Haji,88 Berge Landing, Poblacion, Tacurong 7033 Pangasinan,,,9391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111414,IND,P,,Sr.,19 Littel Park Suite 061, Kinoguitan 8212 Zamboanga del Nort,,,,7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111413,IND,P,,Eng.,60A Bechtelar Hill, Poblacion, Gapan 4147 Zambales,,,6338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111412,IND,P,,Rev.,98/48 Kuvalis Springs Apt. 175, Poblacion,,,,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111415,IND,P,,Dr.,23A/35 Sporer Corner Suite 857, Daanbantayan 2550 Cotabato,,,,4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111313,IND,O,,Ato,88 Berge Landing, Poblacion, Tacurong 7033 Pangasinan,,,5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111239,IND,O,,Eng.,19 Littel Park Suite 061, Cagwait 4272 Surigao del Sur,,,,9352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111257,IND,O,,Master,60A Bechtelar Hill, Poblacion, Gapan 4147 Zambales,,,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111224,IND,O,,Sgt.,98/48 Kuvalis Springs Apt. 175, Kabuntalan 2715 Bohol,,,,8618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111208,IND,O,,Ato,23A/35 Sporer Corner Suite 857, Cabatuan 2218 Bukidnon,,,,1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111225,IND,O,,Eng.,72/54 Toy Hills Suite 715, Poblacion, Santiago 3253 Zamboanga del Norte,,,9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
